Country,Brand,Name,Amount,Price,Currency,Price / stick,URL
Philippines,Flor de Filipinas Short Filler,Flor de Filipinas Half Corona (Short Filler),25,14.55,EUR,0.5820000000000001,https://www.hacico.de/en/Cigars/Philippines/Flor-de-Filipinas-Short-Filler
Philippines,Flor de Filipinas Short Filler,Flor de Filipinas Panetela (Short Filler),10,8.5,EUR,0.85,https://www.hacico.de/en/Cigars/Philippines/Flor-de-Filipinas-Short-Filler
Philippines,Flor de Filipinas Short Filler,Flor de Filipinas Panetela (Short Filler),25,14.55,EUR,0.5820000000000001,https://www.hacico.de/en/Cigars/Philippines/Flor-de-Filipinas-Short-Filler
Philippines,Flor de Filipinas Short Filler,Flor de Filipinas Cetros (Short Filler),10,8.5,EUR,0.85,https://www.hacico.de/en/Cigars/Philippines/Flor-de-Filipinas-Short-Filler
Philippines,Flor de Filipinas Short Filler,Flor de Filipinas Cetros (Short Filler),25,20.61,EUR,0.8244,https://www.hacico.de/en/Cigars/Philippines/Flor-de-Filipinas-Short-Filler
Philippines,Flor de Filipinas Short Filler,Flor de Filipinas Slim Panatela (Short Filler),10,5.5,EUR,0.55,https://www.hacico.de/en/Cigars/Philippines/Flor-de-Filipinas-Short-Filler
Philippines,Flor de Filipinas Short Filler,Flor de Filipinas Slim Panatela (Short Filler),25,13.34,EUR,0.5336,https://www.hacico.de/en/Cigars/Philippines/Flor-de-Filipinas-Short-Filler
Indonesien,DJARUM KRETEK,Djarum Black Kretek Filter Cigarillo,10,3.3,EUR,0.32999999999999996,https://www.hacico.de/en/Cigars/Indonesien/DJARUM-KRETEK
Indonesien,DJARUM KRETEK,Djarum Black Kretek Filter Cigarillo,10,32.01,EUR,3.2009999999999996,https://www.hacico.de/en/Cigars/Indonesien/DJARUM-KRETEK
Indonesien,DJARUM KRETEK,Djarum Super Kretek Filter Cigarillo,10,3.3,EUR,0.32999999999999996,https://www.hacico.de/en/Cigars/Indonesien/DJARUM-KRETEK
Indonesien,DJARUM KRETEK,Djarum Super Kretek Filter Cigarillo,10,32.01,EUR,3.2009999999999996,https://www.hacico.de/en/Cigars/Indonesien/DJARUM-KRETEK
Indonesien,DJARUM KRETEK,Djarum Kretek Special,10,3.3,EUR,0.32999999999999996,https://www.hacico.de/en/Cigars/Indonesien/DJARUM-KRETEK
Indonesien,DJARUM KRETEK,Djarum Kretek Special,10,32.01,EUR,3.2009999999999996,https://www.hacico.de/en/Cigars/Indonesien/DJARUM-KRETEK
Holland,Willem II,Willem II Import 200 Sumatra,100,21.0,EUR,0.21,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II Import 200 Sumatra,100,96.52,EUR,0.9652,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II Import 200 Vanilla,100,21.0,EUR,0.21,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II Import 200 Vanilla,100,101.85,EUR,1.0185,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II discoloured wrapper 429 Sumatra,50,13.4,EUR,0.268,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II discoloured wrapper 429 Sumatra,100,27.0,EUR,0.27,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II discoloured wrapper 430 Brasil,100,26.0,EUR,0.26,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II discoloured wrapper 439 Sumatra,50,13.2,EUR,0.264,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II discoloured wrapper 440 Brasil,50,13.2,EUR,0.264,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II discoloured wrapper 440 Brasil,100,23.4,EUR,0.23399999999999999,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II Fehlfarben Corona No.40 Sumatra,50,27.9,EUR,0.5579999999999999,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II Primo Mini Gold,20,6.7,EUR,0.335,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II Primo Mini Gold,20,64.99,EUR,3.2495,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II Primo Cigarillos Gold,20,8.5,EUR,0.425,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II Primo Cigarillos Gold,20,41.23,EUR,2.0614999999999997,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II Primo Panatellas Gold,20,9.9,EUR,0.495,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II Primo Panatellas Gold,20,48.02,EUR,2.4010000000000002,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II Black Line Royal Cigarillos Brasil,20,10.8,EUR,0.54,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Willem II,Willem II Black Line Royal Cigarillos Brasil,20,52.38,EUR,2.619,https://www.hacico.de/en/Cigars/Holland/Willem-II
Holland,Oud Kampen,Oud Kampen Panatella Amadeus,5,6.7,EUR,1.34,https://www.hacico.de/en/Cigars/Holland/Oud-Kampen
Holland,Oud Kampen,Oud Kampen Classica,10,13.2,EUR,1.3199999999999998,https://www.hacico.de/en/Cigars/Holland/Oud-Kampen
Holland,Oud Kampen,Oud Kampen Classica,25,33.0,EUR,1.32,https://www.hacico.de/en/Cigars/Holland/Oud-Kampen
Holland,Oud Kampen,Oud Kampen Delicatesse,10,10.7,EUR,1.0699999999999998,https://www.hacico.de/en/Cigars/Holland/Oud-Kampen
Holland,Oud Kampen,Oud Kampen Elite,20,13.0,EUR,0.65,https://www.hacico.de/en/Cigars/Holland/Oud-Kampen
Holland,Oud Kampen,Oud Kampen Jeunesse,20,10.2,EUR,0.51,https://www.hacico.de/en/Cigars/Holland/Oud-Kampen
Holland,Oud Kampen,Oud Kampen La Donna,5,5.2,EUR,1.04,https://www.hacico.de/en/Cigars/Holland/Oud-Kampen
Holland,Oud Kampen,Oud Kampen La Reina,10,11.2,EUR,1.1199999999999999,https://www.hacico.de/en/Cigars/Holland/Oud-Kampen
Holland,Oud Kampen,Oud Kampen La Reina,25,28.0,EUR,1.12,https://www.hacico.de/en/Cigars/Holland/Oud-Kampen
Holland,Oud Kampen,Oud Kampen Senoritas Selection,10,10.0,EUR,1.0,https://www.hacico.de/en/Cigars/Holland/Oud-Kampen
Denmark,Petit,Nobel Petit Brasil,20,9.4,EUR,0.47000000000000003,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit Brasil,20,91.18,EUR,4.559,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit Dominican,20,9.4,EUR,0.47000000000000003,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit Dominican,20,91.18,EUR,4.559,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit Sumatra,20,9.4,EUR,0.47000000000000003,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit Sumatra,20,91.18,EUR,4.559,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit White Sumatra (ehemals Fine Sumatra),20,9.4,EUR,0.47000000000000003,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit White Sumatra (ehemals Fine Sumatra),20,91.18,EUR,4.559,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit Havana Filler,20,89.24,EUR,4.462,https://www.hacico.de/en/Cigars/Denmark/Petit
Holland,Ubbe Smöek´s,Ubbe Smöek´s Hamburger Sprietjes,50,17.46,EUR,0.3492,https://www.hacico.de/en/Cigars/Holland/Ubbe-Smoek-180s
Germany,Vasco da Gama,Vasco da Gama Sumatra Cigarillos,10,3.1,EUR,0.31,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Sumatra Cigarillos,10,30.07,EUR,3.007,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Capa de Cuba Cigarillos,10,3.5,EUR,0.35,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Capa de Cuba Cigarillos,10,33.95,EUR,3.3950000000000005,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Brasil No.920 (Corona),5,5.0,EUR,1.0,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Brasil No.920 (Corona),25,25.0,EUR,1.0,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Brasil No.920 (Corona),5,48.5,EUR,9.7,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Sumatra No.922 (Corona),5,5.0,EUR,1.0,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Sumatra No.922 (Corona),25,25.0,EUR,1.0,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Sumatra No.922 (Corona),5,48.5,EUR,9.7,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Capa de Oro No.921 (Corona),5,5.0,EUR,1.0,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Capa de Oro No.921 (Corona),25,25.0,EUR,1.0,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Capa de Oro No.921 (Corona),5,48.5,EUR,9.7,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Oporto (ehemals Port Wine),1,3.6,EUR,3.6,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Oporto (ehemals Port Wine),20,69.84,EUR,3.492,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Scottish (ehemals Whisky),1,3.6,EUR,3.6,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Scottish (ehemals Whisky),16,55.87,EUR,3.491875,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Brasil No.74 (Corona),1,3.0,EUR,3.0,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Brasil No.74 (Corona),3,9.0,EUR,3.0,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Brasil No.74 (Corona),10,29.1,EUR,2.91,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Capa de Oro Nr.72 (Corona),1,3.5,EUR,3.5,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Capa de Oro Nr.72 (Corona),3,9.6,EUR,3.1999999999999997,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Capa de Oro Nr.72 (Corona),10,31.04,EUR,3.104,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Sumatra Nr.71 (Corona),1,2.8,EUR,2.8,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Sumatra Nr.71 (Corona),3,8.1,EUR,2.6999999999999997,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Sumatra Nr.71 (Corona),10,27.16,EUR,2.716,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Sumatra Nr.334 (Cigarros ),5,3.5,EUR,0.7,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Sumatra Nr. 333 (Robusto ),5,4.5,EUR,0.9,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Germany,Vasco da Gama,Vasco da Gama Sumatra Nr. 333 (Robusto ),5,22.31,EUR,4.462,https://www.hacico.de/en/Cigars/Germany/Vasco-da-Gama
Holland,Willem II,Willem II Black Line Corona Optimum,5,11.0,EUR,2.2,https://www.hacico.de//en/Cigars/Holland/Willem-II--Page-2?linkurl=en%2FCigars%2FHolland%2FWillem-II&cPath=1_30_579&cat=579&language=en&page=2
Holland,Willem II,Willem II No. 30 Sumatra,20,6.0,EUR,0.3,https://www.hacico.de//en/Cigars/Holland/Willem-II--Page-2?linkurl=en%2FCigars%2FHolland%2FWillem-II&cPath=1_30_579&cat=579&language=en&page=2
Germany,Villiger,Villiger Premium Nr. 10 (Sumatra),20,6.0,EUR,0.3,https://www.hacico.de/en/Cigars/Germany/Villiger
Germany,Villiger,Villiger Premium Nr. 10 (Sumatra),20,29.1,EUR,1.455,https://www.hacico.de/en/Cigars/Germany/Villiger
Germany,Villiger,Villiger Premium Nr. 9 (Sumatra),10,3.8,EUR,0.38,https://www.hacico.de/en/Cigars/Germany/Villiger
Germany,Villiger,Villiger Premium Nr. 9 (Sumatra),10,36.86,EUR,3.686,https://www.hacico.de/en/Cigars/Germany/Villiger
Germany,Villiger,Villiger Premium Nr. 3 (Sumatra),5,6.3,EUR,1.26,https://www.hacico.de/en/Cigars/Germany/Villiger
Germany,Villiger,Villiger Premium Nr. 3 (Sumatra),5,30.56,EUR,6.112,https://www.hacico.de/en/Cigars/Germany/Villiger
Germany,Villiger,Villiger Premium A,20,50.0,EUR,2.5,https://www.hacico.de/en/Cigars/Germany/Villiger
Germany,Villiger,Villiger Premium Nr. 10 (Brasil),20,6.0,EUR,0.3,https://www.hacico.de/en/Cigars/Germany/Villiger
Germany,Villiger,Villiger Original-Krumme Junior,6,4.6,EUR,0.7666666666666666,https://www.hacico.de/en/Cigars/Germany/Villiger
Germany,Villiger,Villiger Original-Krumme Junior,6,44.62,EUR,7.4366666666666665,https://www.hacico.de/en/Cigars/Germany/Villiger
Germany,Villiger,Villiger Original-Krumme,6,5.7,EUR,0.9500000000000001,https://www.hacico.de/en/Cigars/Germany/Villiger
Germany,Villiger,Villiger Original-Krumme,6,55.29,EUR,9.215,https://www.hacico.de/en/Cigars/Germany/Villiger
Germany,Villiger,Villiger Original-Krumme,3,3.0,EUR,1.0,https://www.hacico.de/en/Cigars/Germany/Villiger
Germany,Villiger,Villiger Original-Krumme,3,29.1,EUR,9.700000000000001,https://www.hacico.de/en/Cigars/Germany/Villiger
Germany,Tropenschatz,Tropenschatz No. 421 F,5,3.1,EUR,0.62,https://www.hacico.de/en/Cigars/Germany/Tropenschatz
Germany,Tropenschatz,Tropenschatz No. 421 F,5,30.07,EUR,6.014,https://www.hacico.de/en/Cigars/Germany/Tropenschatz
Germany,Tropenschatz,Tropenschatz No. 824 F,5,3.1,EUR,0.62,https://www.hacico.de/en/Cigars/Germany/Tropenschatz
Germany,Tropenschatz,Tropenschatz No. 824 F,5,30.07,EUR,6.014,https://www.hacico.de/en/Cigars/Germany/Tropenschatz
Germany,Tropenschatz,Tropenschatz No. 824 F,50,31.0,EUR,0.62,https://www.hacico.de/en/Cigars/Germany/Tropenschatz
Germany,Treffurter Assortment Cigarillos,Treffurter Sortiment Rostock Gold,10,2.6,EUR,0.26,https://www.hacico.de/en/Cigars/Germany/Treffurter-Assortment-Cigarillos
Germany,Treffurter Assortment Cigarillos,Treffurter Sortiment Rostock Gold,10,25.22,EUR,2.522,https://www.hacico.de/en/Cigars/Germany/Treffurter-Assortment-Cigarillos
Germany,Treffurter Assortment Cigarillos,Treffurter Sortiment Speechless,20,5.2,EUR,0.26,https://www.hacico.de/en/Cigars/Germany/Treffurter-Assortment-Cigarillos
Germany,Treffurter Assortment Cigarillos,Treffurter Sortiment Speechless,20,50.44,EUR,2.522,https://www.hacico.de/en/Cigars/Germany/Treffurter-Assortment-Cigarillos
Germany,Treffurter Assortment Cigarillos,Treffurter Sortiment Nestor,10,2.7,EUR,0.27,https://www.hacico.de/en/Cigars/Germany/Treffurter-Assortment-Cigarillos
Germany,Treffurter Assortment Cigarillos,Treffurter Sortiment Nestor,10,26.19,EUR,2.619,https://www.hacico.de/en/Cigars/Germany/Treffurter-Assortment-Cigarillos
Germany,Treffurter Assortment Cigarillos,Treffurter Sortiment Diplomat,10,4.2,EUR,0.42000000000000004,https://www.hacico.de/en/Cigars/Germany/Treffurter-Assortment-Cigarillos
Germany,Treffurter Assortment Cigarillos,Treffurter Sortiment Diplomat,10,40.74,EUR,4.074,https://www.hacico.de/en/Cigars/Germany/Treffurter-Assortment-Cigarillos
Germany,Tobajara,Tobajara Club Brasil Maduro,10,6.0,EUR,0.6,https://www.hacico.de/en/Cigars/Germany/Tobajara
Germany,Tobajara,Tobajara Senorita Brasil Claro,5,5.5,EUR,1.1,https://www.hacico.de/en/Cigars/Germany/Tobajara
Germany,Tobajara,Tobajara Senorita Brasil Claro,5,26.68,EUR,5.336,https://www.hacico.de/en/Cigars/Germany/Tobajara
Germany,Tobajara,Tobajara Senorita Brasil Maduro,5,26.68,EUR,5.336,https://www.hacico.de/en/Cigars/Germany/Tobajara
Country,Brand,Name,Amount,Price,Currency,Price / stick,URL
U.S.A.,Backwoods,Backwoods Authentic (Aromatic),5,3.8,EUR,0.76,https://www.hacico.de/en/Cigars/USA/Backwoods
U.S.A.,Backwoods,Backwoods Authentic (Aromatic),5,30.4,EUR,6.08,https://www.hacico.de/en/Cigars/USA/Backwoods
U.S.A.,Backwoods,Backwoods Caribe (Wild Rum),5,3.8,EUR,0.76,https://www.hacico.de/en/Cigars/USA/Backwoods
U.S.A.,Backwoods,Backwoods Caribe (Wild Rum),5,30.4,EUR,6.08,https://www.hacico.de/en/Cigars/USA/Backwoods
Philippines,Flor de Filipinas Short Filler,Flor de Filipinas Half Corona (Short Filler),25,14.55,EUR,0.5820000000000001,https://www.hacico.de/en/Cigars/Philippines/Flor-de-Filipinas-Short-Filler
Philippines,Flor de Filipinas Short Filler,Flor de Filipinas Panetela (Short Filler),10,8.5,EUR,0.85,https://www.hacico.de/en/Cigars/Philippines/Flor-de-Filipinas-Short-Filler
Philippines,Flor de Filipinas Short Filler,Flor de Filipinas Panetela (Short Filler),25,14.55,EUR,0.5820000000000001,https://www.hacico.de/en/Cigars/Philippines/Flor-de-Filipinas-Short-Filler
Philippines,Flor de Filipinas Short Filler,Flor de Filipinas Cetros (Short Filler),10,8.5,EUR,0.85,https://www.hacico.de/en/Cigars/Philippines/Flor-de-Filipinas-Short-Filler
Philippines,Flor de Filipinas Short Filler,Flor de Filipinas Cetros (Short Filler),25,20.61,EUR,0.8244,https://www.hacico.de/en/Cigars/Philippines/Flor-de-Filipinas-Short-Filler
Philippines,Flor de Filipinas Short Filler,Flor de Filipinas Slim Panatela (Short Filler),10,5.5,EUR,0.55,https://www.hacico.de/en/Cigars/Philippines/Flor-de-Filipinas-Short-Filler
Philippines,Flor de Filipinas Short Filler,Flor de Filipinas Slim Panatela (Short Filler),25,13.34,EUR,0.5336,https://www.hacico.de/en/Cigars/Philippines/Flor-de-Filipinas-Short-Filler
Canary Islands,Vargas,Vargas Varguitas,1,2.6,EUR,2.6,https://www.hacico.de/en/Cigars/Canary-Islands/Vargas
Panama,Marca Fina Maduro,Marca Fina Panama Robusto Maduro,1,2.4,EUR,2.4,https://www.hacico.de/en/Cigars/Panama/Marca-Fina-Maduro
Panama,Marca Fina Maduro,Marca Fina Panama Robusto Maduro,16,37.25,EUR,2.328125,https://www.hacico.de/en/Cigars/Panama/Marca-Fina-Maduro
Panama,Marca Fina Maduro,Marca Fina Panama Corona Maduro,1,2.3,EUR,2.3,https://www.hacico.de/en/Cigars/Panama/Marca-Fina-Maduro
Panama,Marca Fina Maduro,Marca Fina Panama Corona Maduro,16,35.7,EUR,2.23125,https://www.hacico.de/en/Cigars/Panama/Marca-Fina-Maduro
Panama,Marca Fina Maduro,Marca Fina Panama Robusto Breve Maduro,1,2.2,EUR,2.2,https://www.hacico.de/en/Cigars/Panama/Marca-Fina-Maduro
Panama,Marca Fina Maduro,Marca Fina Panama Robusto Breve Maduro,16,34.14,EUR,2.13375,https://www.hacico.de/en/Cigars/Panama/Marca-Fina-Maduro
Italy,Toscano,Toscano Toscanello Riserva 2004,1,1.45,EUR,1.45,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Toscanello Giallo (ehemals Vaniglia),5,5.0,EUR,1.0,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Toscanello Giallo (ehemals Vaniglia),5,48.5,EUR,9.7,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Toscanello Verde (ehemals Limoncello),5,5.0,EUR,1.0,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Toscanello Verde (ehemals Limoncello),5,48.5,EUR,9.7,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Sampler Scrigno Exlusive Selection of Toscano Cigars (15er Sampler),15,75.66,EUR,5.044,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Il Moro 2016,1,35.0,EUR,35.0,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Antica Riserva,2,6.0,EUR,3.0,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Antica Riserva,2,58.2,EUR,29.1,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Antico,5,10.0,EUR,2.0,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Antico,5,97.0,EUR,19.4,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Classico,5,6.3,EUR,1.26,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Classico,5,61.11,EUR,12.222,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Extra Vecchio,5,8.0,EUR,1.6,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Extra Vecchio,5,77.6,EUR,15.52,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Il Moro 2012,1,35.0,EUR,35.0,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Toscanello,5,5.0,EUR,1.0,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Toscanello,5,48.5,EUR,9.7,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Toscanello Blu (ehemals Anice),5,5.0,EUR,1.0,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Toscanello Blu (ehemals Anice),5,48.5,EUR,9.7,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Toscanello Rosso (ehemals Caffé),5,5.0,EUR,1.0,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Toscanello Rosso (ehemals Caffé),5,48.5,EUR,9.7,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Toscanello Bianco (ehemals Grappa),5,5.0,EUR,1.0,https://www.hacico.de/en/Cigars/Italy/Toscano
Italy,Toscano,Toscano Toscanello Bianco (ehemals Grappa),5,48.5,EUR,9.7,https://www.hacico.de/en/Cigars/Italy/Toscano
Indonesien,DJARUM KRETEK,Djarum Black Kretek Filter Cigarillo,10,3.3,EUR,0.32999999999999996,https://www.hacico.de/en/Cigars/Indonesien/DJARUM-KRETEK
Indonesien,DJARUM KRETEK,Djarum Black Kretek Filter Cigarillo,10,32.01,EUR,3.2009999999999996,https://www.hacico.de/en/Cigars/Indonesien/DJARUM-KRETEK
Indonesien,DJARUM KRETEK,Djarum Super Kretek Filter Cigarillo,10,3.3,EUR,0.32999999999999996,https://www.hacico.de/en/Cigars/Indonesien/DJARUM-KRETEK
Indonesien,DJARUM KRETEK,Djarum Super Kretek Filter Cigarillo,10,32.01,EUR,3.2009999999999996,https://www.hacico.de/en/Cigars/Indonesien/DJARUM-KRETEK
Indonesien,DJARUM KRETEK,Djarum Kretek Special,10,3.3,EUR,0.32999999999999996,https://www.hacico.de/en/Cigars/Indonesien/DJARUM-KRETEK
Indonesien,DJARUM KRETEK,Djarum Kretek Special,10,32.01,EUR,3.2009999999999996,https://www.hacico.de/en/Cigars/Indonesien/DJARUM-KRETEK
Denmark,Petit,Nobel Petit Brasil,20,9.4,EUR,0.47000000000000003,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit Brasil,20,91.18,EUR,4.559,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit Dominican,20,9.4,EUR,0.47000000000000003,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit Dominican,20,91.18,EUR,4.559,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit Sumatra,20,9.4,EUR,0.47000000000000003,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit Sumatra,20,91.18,EUR,4.559,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit White Sumatra (ehemals Fine Sumatra),20,9.4,EUR,0.47000000000000003,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit White Sumatra (ehemals Fine Sumatra),20,91.18,EUR,4.559,https://www.hacico.de/en/Cigars/Denmark/Petit
Denmark,Petit,Nobel Petit Havana Filler,20,89.24,EUR,4.462,https://www.hacico.de/en/Cigars/Denmark/Petit
Ecuador,Pinar,Pinar Figurado,1,6.6,EUR,6.6,https://www.hacico.de/en/Cigars/Ecuador/Pinar
Ecuador,Pinar,Pinar Figurado,25,160.05,EUR,6.402,https://www.hacico.de/en/Cigars/Ecuador/Pinar
Cuba,Vegueros,Vegueros Entretiempos,1,7.2,EUR,7.2,https://www.hacico.de/en/Cigars/Cuba/Vegueros
Cuba,Vegueros,Vegueros Entretiempos,4,27.94,EUR,6.985,https://www.hacico.de/en/Cigars/Cuba/Vegueros
Cuba,Vegueros,Vegueros Entretiempos,16,111.74,EUR,6.98375,https://www.hacico.de/en/Cigars/Cuba/Vegueros
Cuba,Vegueros,Vegueros Tapados,1,6.4,EUR,6.4,https://www.hacico.de/en/Cigars/Cuba/Vegueros
Cuba,Vegueros,Vegueros Tapados,4,24.83,EUR,6.2075,https://www.hacico.de/en/Cigars/Cuba/Vegueros
Cuba,Vegueros,Vegueros Tapados,16,99.33,EUR,6.208125,https://www.hacico.de/en/Cigars/Cuba/Vegueros
Cuba,Vegueros,Vegueros Mananitas,1,4.9,EUR,4.9,https://www.hacico.de/en/Cigars/Cuba/Vegueros
Cuba,Vegueros,Vegueros Mananitas,4,19.6,EUR,4.9,https://www.hacico.de/en/Cigars/Cuba/Vegueros
Cuba,Vegueros,Vegueros Mananitas,16,76.05,EUR,4.753125,https://www.hacico.de/en/Cigars/Cuba/Vegueros
Cuba,Vegas Robaina,Vegas Robaina Famosos,1,10.8,EUR,10.8,https://www.hacico.de/en/Cigars/Cuba/Vegas-Robaina
Cuba,Vegas Robaina,Vegas Robaina Famosos,25,261.9,EUR,10.475999999999999,https://www.hacico.de/en/Cigars/Cuba/Vegas-Robaina
